0,0,0,0,0,0,0,0,0,0
1,0.493,10.5109,0.3229,26.1257,0.1402,3.1424,0.0408,57.7997,0.003
2,0.8734,9.1037,0.6309,3.3568,0.3112,22.9276,0.178,0.9821,0.0064
3,1.1282,3.9546,0.7508,1.0524,0.6175,85.3905,0.4653,168.261,0.0377
4,1.5919,43.6427,1.1278,1.8623,0.5391,103.483,0.7029,0.542,0.0385
5,2.0545,23.2185,1.3326,1.021,1.0979,60.3498,0.7068,0.1403,-0.1932
6,2.31,20.8439,1.02,10.2075,1.5886,0.5687,0.865,51.6512,0.2156
7,12.2126,0.0057,3.1322,9.8933,2.0125,28.9975,1.1663,0.5826,-11.529
8,3.0485,13.2771,2.2868,5.7011,1.5463,0.3239,0.867,32.9089,0.2508
9,3.5392,10.2825,2.6412,4.2944,1.517,0.2615,1.0243,26.1476,0.2776
10,3.9553,8.4042,3.1125,3.4262,1.4546,0.2306,1.1251,21.7184,0.3515
11,4.7626,3.285,3.1736,8.8422,1.2674,0.3136,1.1128,129.424,0.676
12,5.4204,2.8275,2.1735,79.2611,1.2269,0.3808,2.3073,7.1937,0.8584
13,6.4202,3.0387,1.9002,0.7426,1.5936,31.5472,1.9646,85.0886,1.1151
14,6.2915,2.4386,3.0353,32.3337,1.9891,0.6785,1.541,81.6937,1.1407
15,6.4345,1.9067,4.1791,27.157,1.78,0.526,1.4908,68.1645,1.1149
16,6.9053,1.4679,5.2034,22.2151,1.4379,0.2536,1.5863,56.172,0.8669
17,11.4604,0.0104,7.1964,1.1662,6.2556,18.5194,1.6455,47.7784,-9.5574
18,7.4845,0.9072,6.7723,14.8407,0.6539,43.8983,1.6442,33.3929,1.4445
19,8.2186,12.7949,7.4398,0.7748,1.0519,213.187,0.8659,41.6841,1.4228
20,8.6266,10.4421,7.3873,0.6599,1.5899,85.7484,1.0211,178.437,1.3751
21,9.189,9.0213,7.3679,0.5729,1.6409,136.108,1.468,51.3531,1.3329
22,9.7595,7.8508,7.3558,0.5,1.6991,35.6338,1.9021,116.105,1.2807
23,10.2971,6.8657,7.3511,0.4385,2.0703,26.8938,2.0571,102.478,1.2199
24,10.6406,6.1038,7.3537,0.392,3.324,20.2626,1.4922,98.7399,1.1832
25,11.2819,5.3409,7.3573,0.3432,3.0193,17.8674,2.2441,83.7543,1.0896
26,11.7695,4.7611,7.3573,0.3072,3.5222,15.3535,2.3045,76.8805,1.0369
27,12.2841,4.2791,7.3409,0.2784,4.0034,13.5359,2.3488,71.1692,1.0118
28,12.8376,3.8785,7.292,0.2565,4.4438,12.1763,2.38,66.3421,1.0341
29,13.338,3.5828,7.1676,0.247,5.6158,11.3966,1.6735,64.8126,1.191
30,14.0743,3.2655,7.0318,0.2333,5.1652,10.3163,2.41,58.7097,1.3041
31,15.2354,3.0669,6.7006,0.2412,4.3591,10.7805,2.9623,61.4135,1.7189
32,16.0816,2.8509,6.3747,0.2516,3.7068,11.4468,3.683,54.7625,2.1313
33,16.6723,2.6345,6.0701,0.2647,3.4313,12.9479,4.2779,47.7972,2.531
34,17.0006,2.4098,5.8196,0.2726,3.9731,15.2372,4.3543,43.8163,2.8409
35,17.1789,2.1723,5.2358,16.5796,5.6377,0.2609,3.9851,41.4328,2.9557
36,17.3555,1.9384,6.7286,16.5623,5.5493,0.2261,3.5375,39.3972,2.825
37,17.1784,1.7888,9.6435,17.3151,5.1399,0.2748,1.5292,164.934,3.4873
38,17.5663,1.5564,9.8184,14.0988,5.422,0.1664,2.6694,132.376,2.5064
39,17.776,1.4029,10.2946,12.8006,5.7263,0.1256,3.2659,104.354,1.9121
40,17.8765,1.2762,10.948,11.916,5.4173,0.1176,3.6572,87.6627,2.0693
41,17.6142,1.1887,12.0144,11.766,4.0418,0.2048,3.5335,69.7957,3.7559
42,3.7025,0.2772,17.2356,1.0958,12.8876,11.004,3.7429,61.6584,4.3875
43,19.1301,0.8641,11.0948,8.1449,4.649,21.5707,2.7126,86.8472,5.4043
44,19.2674,0.8085,12.9182,8.4347,4.8634,24.7997,1.5676,94.2928,5.3787
45,19.2957,0.7515,14.3501,8.2176,4.7343,25.8749,1.2892,98.6062,5.328
46,19.3319,0.6987,15.5017,7.9893,5.2954,25.2052,0.6058,76.8986,5.2659
47,19.2808,0.6446,16.6885,7.4726,4.8045,24.6605,1.0463,99.8156,5.179
48,19.2214,0.5946,17.6444,6.9089,4.461,24.7008,1.6029,87.4825,5.0694
49,19.1624,0.5476,18.5596,6.3776,4.2948,25.8499,2.0396,92.8029,4.9391
50,19.1889,5.8303,19.1005,0.5031,4.4585,26.8909,2.4663,83.9571,4.7821
51,19.6418,5.3034,19.0455,0.4607,5.0371,27.9074,2.6827,75.2825,4.5909
52,19.9644,4.8174,19.0138,0.4209,6.1449,28.5284,2.5239,70.8403,4.352
53,20.1472,4.347,18.9949,0.3814,7.5138,27.766,2.2735,66.8776,4.0712
54,20.2933,3.9282,19.0298,0.344,8.9767,26.4659,1.99,64.2658,3.7118
55,20.3892,3.569,19.1062,0.3107,10.662,24.3879,1.4953,213.904,3.3352
56,20.3361,3.216,19.297,0.2756,10.888,20.2073,2.6959,167.202,2.7731
57,20.578,2.9482,19.599,0.2445,11.3727,18.7726,3.2872,133.124,2.1468
58,21.1671,2.8122,19.7695,0.2268,11.8513,17.6083,3.3305,127.113,1.8626
59,22.044,2.7739,19.6697,0.2221,12.3856,16.7669,2.8243,143.644,2.0583
60,22.6845,2.6625,19.6847,0.2106,12.774,15.885,2.8514,137.903,1.9849
61,23.3405,2.5627,19.6095,0.2021,13.1235,15.1009,2.8752,132.721,2.0288
62,24.0042,2.4727,19.4258,0.1965,13.4396,14.3996,2.896,128.007,2.2096
63,24.6274,2.3879,19.0886,0.1942,13.7603,13.7546,2.9227,123.174,2.5745
64,25.0709,2.2534,19.0798,0.182,13.8518,12.9331,3.5455,101.398,2.4196
65,25.8976,2.2426,18.2185,0.1961,14.3167,12.6648,2.9535,115.362,3.5832
66,26.507,2.1802,17.6383,0.2022,14.5596,12.1899,2.9658,111.874,4.2973
67,26.9049,2.0705,17.294,0.1979,14.5583,11.4407,3.6384,92.6566,4.568
68,27.6563,2.0736,16.4285,0.2235,14.9779,11.3604,2.9823,105.703,5.9205
69,28.1819,2.0286,15.8851,0.2388,15.1542,10.9975,2.9871,102.961,6.7562
70,28.6641,1.9889,15.4345,0.2571,15.3087,10.6647,2.9896,100.417,7.5667
71,28.9476,1.9018,15.2208,9.9852,15.1,0.261,3.716,84.3298,7.9763
72,29.144,1.8326,15.1726,9.5999,14.7586,0.2751,4.3001,72.029,8.5815
73,29.2024,1.7733,15.2293,9.3705,14.5135,0.296,4.7649,63.3644,9.2435
74,29.0818,1.7203,15.43,9.2259,14.4327,0.3217,5.1198,57.056,9.8875
75,28.7621,1.6719,15.7189,9.0923,14.5564,0.3505,5.4417,52.0861,10.472
76,28.1894,1.629,16.155,8.9795,14.9305,0.3827,5.6759,48.1647,11.0005
77,27.3049,1.5928,16.7296,8.8655,15.6115,0.4179,5.8338,45.0011,11.4722
78,27.0059,1.5129,17.7639,8.8117,15.7131,0.4246,5.7837,38.6103,11.6883
79,16.8819,0.4611,18.5913,8.6216,25.5582,1.4826,5.86,36.3956,12.0658
80,20.6809,0.545,19.0417,8.4484,21.6575,1.5729,5.9676,38.3246,12.6089
81,27.5446,0.6552,19.1584,8.7075,15.538,1.9635,5.5259,45.8149,13.1746
82,31.0617,0.6902,13.0637,2.3576,18.442,8.618,5.9696,47.2579,13.4118
83,33.3689,0.704,12.951,2.9238,16.5877,8.7937,6.4692,48.0093,13.5782
84,34.6726,0.701,15.4733,3.5508,13.1138,9.5564,7.0259,47.0045,13.677
85,35.3163,0.6859,19.0211,3.9746,9.4989,11.3824,7.4252,45.4715,13.7108
86,35.5631,0.6631,21.2816,4.0691,8.0037,14.0422,7.4433,44.2473,13.6905
87,35.9299,0.6465,23.0547,4.1762,12.1439,23.1052,2.1125,150.645,13.7247
88,35.763,0.6163,22.9064,3.8714,12.4739,19.9887,3.211,142.325,13.6211
89,35.6597,0.5891,23.1032,3.6516,12.5977,18.599,4.0866,117.02,13.5266
90,35.5645,0.5634,23.4219,3.462,12.7473,17.8309,4.807,99.1722,13.4314
91,35.8847,0.5478,23.2948,3.4152,14.1891,16.9235,4.1729,105.251,13.4287
92,36.0228,0.5293,23.4128,3.3253,14.9491,16.0927,4.188,100.613,13.3966
93,36.1874,0.5119,23.5964,3.254,15.6402,15.3622,4.1855,97.4908,13.3573
94,36.5254,0.4994,23.8083,3.2637,16.7707,14.9455,3.4795,105.98,13.3812
95,36.6706,0.4836,24.0992,3.2065,17.3415,14.3136,3.4933,102.273,13.3592
96,36.6488,0.4652,24.4096,3.09,17.399,13.4346,4.2167,88.4834,13.2887
97,36.7881,0.451,24.7736,3.0462,17.8919,12.8946,4.2328,86.003,13.2754
98,36.9185,0.4375,25.1995,3.0078,18.3317,12.4044,4.2439,83.7881,13.2674
